   0.00000000       0.00000000     -0.395290524      -2.73800013E-03  0.723297179       2.02100002E-03  -1.75000017E-03  0.978998423       1.48799932       1.39200012E-03   5.45879984       7.12200126E-04   5.56799816E-04  -9.55099964      -19.2099991      -3.92999937E-04   30.0699997       3.13600089E-04
   0.00000000       0.00000000     -0.395262122      -5.47586894E-03  0.723288715       4.04198421E-03  -3.49999475E-03  0.978993773       1.48799729       2.78399885E-03   5.45879984       1.42440025E-03   1.11359963E-03  -9.55099964      -19.2099991      -7.85999873E-04   30.0699997       6.27200177E-04
   0.00000000       0.00000000     -0.395214766      -8.21347535E-03  0.723274589       6.06293743E-03  -5.24997851E-03  0.978986025       1.48799396       4.17599501E-03   5.45879984       2.13660020E-03   1.67039933E-03  -9.55099964      -19.2099991      -1.17899978E-03   30.0699997       9.40800295E-04
   0.00000000       0.00000000     -0.395148486      -1.09506892E-02  0.723254800       8.08384269E-03  -6.99994527E-03  0.978975236       1.48798919       5.56798745E-03   5.45879936       2.84880027E-03   2.22719903E-03  -9.55099964      -19.2099991      -1.57199975E-03   30.0699997       1.25440035E-03
   0.00000000       0.00000000     -0.395063281      -1.36873769E-02  0.723229349       1.01046860E-02  -8.74989014E-03  0.978961349       1.48798311       6.95997523E-03   5.45879889       3.56100011E-03   2.78399861E-03  -9.55099964      -19.2099991      -1.96499960E-03   30.0699997       1.56800053E-03
   0.00000000       0.00000000     -0.394959152      -1.64234117E-02  0.723198295       1.21254493E-02  -1.04998071E-02  0.978944361       1.48797572       8.35195743E-03   5.45879841       4.27319994E-03   3.34079796E-03  -9.55099964      -19.2099991      -2.35799933E-03   30.0699997       1.88160071E-03
   0.00000000       0.00000000     -0.394836128      -1.91586576E-02  0.723161578       1.41461175E-02  -1.22496914E-02  0.978924274       1.48796701       9.74393077E-03   5.45879793       4.98540001E-03   3.89759731E-03  -9.55099964      -19.2099991      -2.75099929E-03   30.0699997       2.19520088E-03
   0.00000000       0.00000000     -0.394694179      -2.18929872E-02  0.723119199       1.61666740E-02  -1.39995366E-02  0.978901088       1.48795700       1.11358957E-02   5.45879745       5.69759961E-03   4.45439667E-03  -9.55099964      -19.2099991      -3.14399926E-03   30.0699997       2.50880094E-03
   0.00000000       0.00000000     -0.394533306      -2.46262662E-02  0.723071158       1.81871057E-02  -1.57493372E-02  0.978874862       1.48794556       1.25278514E-02   5.45879650       6.40979921E-03   5.01119578E-03  -9.55099964      -19.2099991      -3.53699899E-03   30.0699997       2.82240123E-03
   0.00000000       0.00000000     -0.394353539      -2.73583643E-02  0.723017454       2.02073976E-02  -1.74990911E-02  0.978845537       1.48793280       1.39197949E-02   5.45879555       7.12199882E-03   5.56799443E-03  -9.55099964      -19.2099991      -3.92999919E-03   30.0699997       3.13600129E-03
   0.00000000       0.00000000     -0.394154876      -3.00891530E-02  0.722958088       2.22275294E-02  -1.92487873E-02  0.978813112       1.48791873       1.53117254E-02   5.45879459       7.83419795E-03   6.12479355E-03  -9.55099964      -19.2099991      -4.32299916E-03   30.0699997       3.44960159E-03
   0.00000000       0.00000000     -0.393937320      -3.28185037E-02  0.722893059       2.42474861E-02  -2.09984239E-02  0.978777587       1.48790336       1.67036429E-02   5.45879364       8.54639709E-03   6.68159220E-03  -9.55099964      -19.2099991      -4.71599866E-03   30.0699997       3.76320165E-03
   0.00000000       0.00000000     -0.393700898      -3.55462804E-02  0.722822428       2.62672529E-02  -2.27479935E-02  0.978738964       1.48788655       1.80955455E-02   5.45879269       9.25859623E-03   7.23839132E-03  -9.55099964      -19.2099991      -5.10899862E-03   30.0699997       4.07680171E-03
   0.00000000       0.00000000     -0.393445641      -3.82723510E-02  0.722746134       2.82868147E-02  -2.44974922E-02  0.978697300       1.48786843       1.94874331E-02   5.45879126       9.97079536E-03   7.79518997E-03  -9.55099964      -19.2099991      -5.50199859E-03   30.0699997       4.39040177E-03
   0.00000000       0.00000000     -0.393171519      -4.09965925E-02  0.722664177       3.03061567E-02  -2.62469109E-02  0.978652537       1.48784900       2.08793022E-02   5.45878983       1.06829945E-02   8.35198816E-03  -9.55099964      -19.2099991      -5.89499855E-03   30.0699997       4.70400183E-03
